x_value,total_1,total_2
1664,2755,2017
1665,2759,2015
1666,2759,2012
1667,2766,2010
1668,2768,2015
1669,2772,2017
1670,2780,2017
1671,2784,2016
1672,2780,2022
1673,2785,2023
1674,2783,2018
1675,2789,2015
1676,2793,2020
1677,2801,2023
1678,2797,2023
1679,2805,2028
1680,2805,2029
1681,2813,2025
1682,2810,2022
1683,2814,2028
1684,2812,2028
1685,2811,2027
1686,2806,2024
1687,2802,2027
1688,2797,2023
1689,2805,2026
1690,2802,2027
1691,2809,2033
1692,2809,2031
1693,2816,2033
1694,2820,2034
1695,2818,2031
1696,2821,2027
1697,2818,2031
1698,2821,2030
1699,2823,2034
1700,2820,2032
1701,2820,2035
1702,2816,2030
1703,2821,2035
1704,2822,2035
1705,2828,2041
1706,2836,2046
1707,2840,2049
1708,2835,2046
1709,2835,2045
1710,2843,2049
1711,2838,2049
1712,2832,2045
1713,2837,2043
1714,2831,2040
1715,2837,2039
1716,2834,2039
1717,2830,2041
1718,2835,2045
1719,2831,2051
1720,2831,2047
1721,2839,2053
1722,2840,2053
1723,2839,2056
1724,2835,2061
1725,2841,2062
1726,2840,2064
1727,2843,2066
1728,2850,2068
1729,2844,2068
1730,2844,2066
1731,2845,2067
1732,2844,2066
1733,2844,2065
1734,2848,2068
1735,2853,2073
1736,2849,2074
1737,2857,2077
1738,2855,2073
1739,2851,2070
1740,2849,2067
1741,2850,2067
1742,2849,2062
1743,2849,2061
1744,2853,2056
1745,2858,2053
1746,2856,2058
1747,2863,2058
1748,2857,2055
1749,2851,2058
1750,2853,2055
1751,2858,2059
1752,2865,2062
1753,2865,2059
1754,2862,2056
1755,2860,2055
1756,2868,2058
1757,2864,2064
1758,2862,2059
1759,2869,2065
1760,2875,2070
1761,2880,2076
1762,2875,2071
1763,2883,2076
1764,2877,2074
1765,2881,2080
1766,2886,2080
1767,2887,2076
1768,2895,2077
1769,2894,2083
1770,2895,2080
1771,2895,2083
1772,2892,2085
1773,2895,2082
1774,2897,2080
1775,2896,2082
1776,2898,2086
1777,2897,2091
1778,2903,2094
1779,2905,2096
1780,2912,2100
1781,2920,2099
1782,2925,2100
1783,2929,2097
1784,2927,2095
1785,2930,2093
1786,2934,2088
1787,2942,2091
1788,2947,2086
1789,2941,2083
1790,2939,2078
1791,2946,2082
1792,2953,2087
1793,2959,2088
1794,2955,2084
1795,2950,2084
1796,2951,2080
1797,2946,2075
1798,2943,2079
1799,2939,2079
1800,2934,2084
1801,2938,2081
1802,2939,2078
1803,2934,2078
1804,2932,2080
1805,2936,2085
1806,2937,2080
1807,2936,2076
1808,2942,2081
1809,2946,2085
1810,2947,2081
1811,2950,2079
1812,2953,2080
1813,2949,2076
1814,2956,2077
1815,2958,2083
1816,2955,2081
1817,2951,2077
1818,2948,2082
1819,2953,2084
1820,2953,2086
1821,2961,2081
1822,2967,2084
1823,2965,2085
1824,2964,2087
1825,2959,2082
1826,2963,2088
1827,2960,2090
1828,2965,2087
1829,2965,2086
1830,2969,2089
1831,2972,2085
1832,2966,2084
1833,2966,2087
1834,2964,2087
1835,2966,2090
1836,2963,2091
1837,2964,2096
1838,2964,2093
1839,2972,2097
1840,2978,2094
1841,2975,2096
1842,2972,2092
1843,2978,2095
1844,2975,2097
1845,2980,2095
1846,2974,2090
1847,2973,2088
1848,2970,2094
1849,2969,2092
1850,2968,2087
1851,2968,2087
1852,2976,2092
1853,2982,2087
1854,2976,2086
1855,2974,2092
1856,2975,2091
1857,2969,2092
1858,2970,2090
1859,2975,2088
1860,2972,2089
1861,2978,2086
1862,2981,2087
1863,2987,2084
1864,2983,2085
1865,2987,2090
1866,2991,2089
1867,2996,2087
1868,2997,2087
1869,3003,2091
1870,3006,2093
1871,3009,2096
1872,3015,2096
1873,3021,2102
1874,3027,2104
1875,3027,2106
1876,3030,2108
1877,3037,2106
1878,3034,2106
1879,3035,2101
1880,3042,2098
1881,3046,2098
1882,3051,2098
1883,3056,2098
1884,3056,2093
1885,3052,2099
1886,3056,2105
1887,3053,2104
1888,3048,2100
1889,3043,2097
1890,3042,2094
1891,3048,2097
1892,3052,2095
1893,3058,2094
1894,3065,2098
1895,3069,2099
1896,3063,2101
1897,3070,2107
1898,3078,2109
1899,3072,2110
1900,3078,2105
1901,3072,2105
1902,3069,2110
1903,3075,2110
1904,3083,2110
1905,3080,2111
1906,3081,2115
1907,3081,2119
1908,3087,2115
1909,3091,2111
1910,3098,2117
1911,3093,2122
1912,3088,2122
1913,3094,2119
1914,3101,2125
1915,3108,2122
1916,3111,2123
1917,3109,2119
1918,3107,2117
1919,3113,2114
1920,3116,2115
1921,3117,2112
1922,3112,2109
1923,3119,2110
1924,3119,2113
1925,3115,2115
1926,3112,2112
1927,3114,2108
1928,3113,2103
1929,3116,2100
1930,3115,2095
1931,3120,2091
1932,3119,2086
1933,3124,2083
1934,3120,2080
1935,3128,2079
1936,3130,2083
1937,3135,2079
1938,3139,2083
1939,3136,2086
1940,3133,2087
1941,3133,2092
1942,3141,2088
1943,3146,2085
1944,3146,2089
1945,3150,2095
1946,3148,2097
1947,3149,2098
1948,3150,2103
1949,3154,2103
1950,3148,2108
1951,3150,2103
1952,3145,2108
1953,3140,2103
1954,3141,2098
1955,3145,2098
1956,3151,2096
1957,3153,2094
1958,3153,2091
1959,3157,2091
1960,3160,2086
1961,3155,2086
1962,3153,2088
1963,3161,2089
1964,3167,2087
1965,3168,2089
1966,3169,2085
1967,3177,2091
1968,3179,2095
1969,3185,2097
1970,3181,2097
1971,3182,2093
1972,3186,2091
1973,3182,2094
1974,3185,2090
1975,3192,2089
1976,3196,2084
1977,3196,2089
1978,3204,2089
1979,3207,2090
1980,3210,2087
1981,3217,2087
1982,3212,2087
1983,3218,2086
1984,3223,2092
1985,3221,2087
1986,3217,2083
1987,3216,2083
1988,3216,2081
1989,3219,2080
1990,3220,2076
1991,3228,2071
1992,3223,2076
1993,3224,2082
1994,3219,2088
1995,3226,2087
1996,3224,2082
1997,3223,2079
1998,3230,2076
1999,3238,2078
2000,3243,2076
2001,3242,2079
2002,3242,2084
2003,3245,2085
2004,3246,2089
2005,3240,2088
2006,3241,2093
2007,3243,2090
2008,3249,2093
2009,3254,2091
2010,3257,2094
2011,3255,2089
2012,3250,2085
2013,3254,2082
2014,3258,2079
2015,3258,2074
2016,3264,2070
2017,3271,2071
2018,3276,2073
2019,3279,2071
2020,3274,2072
2021,3275,2077
2022,3275,2076
2023,3269,2076
2024,3276,2073
2025,3276,2075
2026,3277,2072
2027,3275,2075
2028,3273,2073
2029,3280,2075
2030,3274,2076
2031,3271,2073
2032,3269,2073
2033,3268,2074
2034,3271,2079
2035,3269,2077
2036,3275,2077
2037,3282,2079
2038,3280,2077
2039,3287,2078
2040,3289,2084
2041,3291,2084
2042,3286,2081
2043,3293,2078
2044,3301,2074
2045,3300,2070
2046,3304,2073
2047,3310,2073
2048,3317,2076
2049,3324,2075
2050,3322,2074
2051,3328,2070
2052,3333,2066
2053,3335,2062
2054,3334,2060
2055,3336,2065
2056,3335,2060
2057,3329,2062
2058,3326,2065
2059,3334,2067
2060,3338,2068
2061,3336,2069
2062,3334,2073
2063,3330,2068
2064,3331,2065
2065,3330,2070
2066,3326,2074
2067,3330,2073
2068,3334,2072
2069,3335,2073
2070,3342,2068
2071,3337,2070
2072,3341,2076
2073,3345,2081
2074,3349,2077
2075,3354,2077
2076,3354,2082
2077,3354,2085
2078,3352,2087
2079,3360,2085
2080,3366,2084
2081,3372,2088
2082,3375,2094
2083,3383,2099
2084,3391,2100
2085,3388,2095
2086,3392,2095
2087,3399,2095
2088,3404,2092
2089,3401,2097
2090,3407,2102
2091,3415,2105
2092,3413,2110
2093,3407,2116
2094,3401,2116
2095,3402,2113
2096,3408,2111
2097,3414,2106
2098,3417,2110
2099,3413,2109
2100,3413,2110
2101,3412,2116
2102,3410,2118
2103,3412,2117
2104,3418,2116
2105,3417,2120
2106,3415,2122
2107,3412,2121
2108,3408,2116
2109,3415,2121
2110,3415,2124
2111,3410,2123
2112,3411,2121
2113,3414,2122
2114,3421,2126
2115,3421,2122
2116,3417,2118
2117,3419,2122
2118,3419,2127
2119,3421,2132
2120,3416,2128
2121,3416,2129
2122,3416,2129
2123,3417,2131
2124,3418,2136
2125,3425,2141
2126,3430,2141
2127,3430,2141
2128,3434,2141
2129,3434,2138
2130,3428,2143
2131,3431,2145
2132,3431,2149
2133,3432,2153
2134,3427,2157
2135,3431,2162
2136,3436,2164
2137,3433,2159
2138,3435,2155
2139,3442,2152
2140,3444,2153
2141,3447,2156
2142,3445,2154
2143,3446,2160
2144,3448,2160
2145,3456,2160
2146,3457,2161
2147,3458,2163
2148,3460,2169
2149,3457,2164
2150,3463,2162
2151,3466,2161
2152,3467,2165
2153,3463,2166
2154,3459,2162
2155,3465,2164
2156,3464,2170
2157,3464,2170
2158,3466,2167
2159,3471,2168
2160,3472,2174
2161,3480,2169
2162,3487,2170
2163,3485,2174
2164,3480,2179
2165,3475,2177
2166,3477,2182
2167,3481,2184
2168,3475,2188
2169,3469,2187
2170,3472,2184
2171,3470,2190
2172,3470,2189
2173,3474,2194
2174,3480,2200
2175,3487,2195
2176,3494,2198
2177,3497,2200
2178,3502,2200
2179,3500,2198
2180,3495,2194
2181,3501,2195
2182,3506,2198
2183,3500,2201
2184,3501,2198
2185,3498,2203
2186,3499,2203
2187,3498,2205
2188,3495,2209
2189,3489,2215
2190,3491,2215
2191,3492,2213
2192,3490,2208
2193,3485,2212
2194,3484,2217
2195,3485,2215
2196,3488,2214
2197,3488,2217
2198,3494,2218
2199,3490,2223
2200,3493,2226
2201,3489,2223
2202,3497,2229
2203,3505,2228
2204,3512,2226
2205,3513,2228
2206,3516,2225
2207,3514,2223
2208,3509,2219
2209,3505,2214
2210,3503,2210
2211,3506,2209
2212,3507,2204
2213,3501,2200
2214,3508,2204
2215,3508,2200
2216,3502,2198
2217,3505,2196
2218,3509,2200
2219,3506,2206
2220,3513,2206
2221,3517,2201
2222,3514,2197
2223,3520,2192
2224,3521,2193
2225,3516,2194
2226,3513,2189
2227,3509,2188
2228,3513,2191
2229,3509,2193
2230,3508,2188
2231,3512,2188
2232,3507,2194
2233,3512,2199
2234,3519,2196
2235,3522,2201
2236,3517,2200
2237,3513,2199
2238,3513,2195
2239,3517,2197
2240,3513,2193
2241,3514,2194
2242,3510,2190
2243,3517,2195
2244,3523,2192
2245,3524,2197
2246,3530,2201
2247,3527,2206
2248,3521,2204
2249,3527,2208
2250,3525,2212
2251,3520,2209
2252,3517,2208
2253,3513,2212
2254,3517,2207
2255,3516,2210
2256,3518,2215
2257,3516,2210
2258,3515,2215
2259,3523,2216
2260,3520,2217
2261,3526,2222
2262,3524,2226
2263,3527,2222
2264,3526,2228
2265,3525,2228
2266,3525,2225
2267,3523,2224
2268,3523,2230
2269,3517,2228
2270,3513,2231
2271,3519,2228
2272,3517,2228
2273,3517,2223
2274,3513,2224
2275,3517,2223
2276,3522,2228
2277,3521,2225
2278,3522,2221
2279,3517,2219
2280,3521,2220
2281,3522,2217
2282,3522,2221
2283,3523,2216
2284,3525,2214
2285,3522,2219
2286,3529,2218
2287,3534,2218
2288,3530,2224
2289,3527,2221
2290,3523,2226
2291,3525,2230
2292,3525,2229
2293,3528,2235
2294,3532,2236
2295,3534,2239
2296,3534,2239
2297,3528,2235
2298,3536,2237
2299,3541,2240
2300,3548,2235
2301,3553,2238
2302,3557,2237
2303,3553,2236
2304,3553,2239
2305,3553,2243
2306,3553,2238
2307,3551,2239
2308,3559,2236
2309,3563,2232
2310,3571,2232
2311,3572,2231
2312,3566,2230
2313,3573,2227
2314,3571,2232
2315,3565,2231
2316,3559,2232
2317,3567,2238
2318,3566,2239
2319,3570,2240
2320,3564,2239
2321,3562,2237
2322,3560,2234
2323,3554,2234
2324,3555,2237
2325,3563,2239
2326,3569,2238
2327,3565,2242
2328,3568,2247
2329,3574,2252
2330,3570,2249
2331,3573,2254
2332,3573,2260
2333,3571,2266
2334,3573,2271
2335,3568,2273
2336,3562,2270
2337,3570,2268
2338,3575,2271
2339,3576,2274
2340,3574,2271
2341,3568,2272
2342,3567,2272
2343,3573,2276
2344,3577,2277
2345,3584,2281
2346,3582,2285
2347,3590,2281
2348,3593,2277
2349,3589,2280
2350,3584,2284
2351,3591,2287
2352,3593,2283
2353,3597,2286
2354,3605,2292
2355,3605,2297
2356,3608,2302
2357,3613,2297
2358,3614,2293
2359,3613,2298
2360,3615,2302
2361,3609,2297
2362,3616,2301
2363,3622,2300
2364,3616,2306
2365,3610,2312
2366,3610,2315
2367,3610,2316
2368,3618,2315
2369,3618,2316
2370,3624,2318
2371,3624,2316
2372,3623,2319
2373,3624,2316
2374,3621,2313
2375,3618,2319
2376,3619,2321
2377,3616,2325
2378,3612,2321
2379,3608,2317
2380,3610,2316
2381,3614,2318
2382,3608,2318
2383,3616,2322
2384,3613,2321
2385,3615,2323
2386,3609,2322
2387,3607,2319
2388,3605,2317
2389,3611,2319
2390,3610,2315
2391,3616,2318
2392,3619,2322
2393,3623,2317
2394,3621,2321
2395,3624,2324
2396,3626,2325
2397,3629,2328
2398,3623,2330
2399,3623,2325
2400,3623,2327
2401,3621,2325
2402,3617,2324
2403,3618,2328
2404,3624,2328
2405,3623,2332
2406,3622,2331
2407,3619,2335
2408,3621,2333
2409,3629,2334
2410,3634,2336
2411,3630,2337
2412,3634,2334
2413,3632,2336
2414,3627,2341
2415,3635,2338
2416,3642,2341
2417,3647,2339
2418,3652,2336
2419,3650,2333
2420,3648,2338
2421,3654,2333
2422,3652,2336
2423,3655,2332
2424,3657,2328
2425,3661,2329
2426,3660,2330
2427,3655,2325
2428,3659,2323
2429,3660,2328
2430,3657,2330
2431,3659,2336
2432,3657,2340
2433,3660,2339
2434,3654,2336
2435,3659,2333
2436,3653,2335
2437,3655,2334
2438,3656,2329
2439,3661,2330
2440,3665,2331
2441,3672,2334
2442,3679,2334
2443,3673,2329
2444,3678,2334
2445,3675,2340
2446,3680,2338
2447,3680,2333
2448,3680,2338
2449,3678,2342
2450,3674,2347
2451,3668,2342
2452,3674,2347
2453,3668,2349
2454,3666,2346
2455,3674,2347
2456,3670,2347
2457,3668,2342
2458,3664,2338
2459,3667,2341
2460,3668,2340
2461,3670,2336
2462,3672,2340
2463,3668,2346
2464,3671,2348
2465,3676,2353
2466,3672,2352
2467,3680,2356
2468,3682,2359
2469,3676,2354
2470,3676,2352
2471,3679,2354
2472,3684,2354
2473,3682,2359
2474,3689,2362
2475,3697,2358
2476,3701,2357
2477,3703,2354
2478,3706,2357
2479,3706,2360
2480,3714,2357
2481,3711,2353
2482,3705,2358
2483,3699,2354
2484,3693,2356
2485,3701,2361
2486,3708,2364
2487,3705,2367
2488,3704,2369
2489,3700,2373
2490,3704,2377
2491,3711,2372
2492,3707,2367
2493,3703,2373
2494,3709,2371
2495,3705,2370
2496,3701,2375
2497,3696,2381
2498,3698,2379
2499,3705,2382
2500,3707,2384
2501,3709,2385
2502,3717,2381
2503,3719,2385
2504,3719,2384
2505,3727,2387
2506,3732,2384
2507,3737,2389
2508,3732,2386
2509,3730,2384
2510,3730,2390
2511,3734,2385
2512,3732,2388
2513,3735,2383
2514,3741,2380
2515,3740,2382
2516,3748,2382
2517,3748,2378
2518,3751,2379
2519,3756,2376
2520,3760,2382
2521,3767,2386
2522,3773,2384
2523,3774,2388
2524,3773,2387
2525,3775,2390
2526,3775,2389
2527,3772,2395
2528,3777,2392
2529,3772,2395
2530,3777,2400
2531,3784,2400
2532,3786,2400
2533,3794,2396
2534,3795,2398
2535,3798,2398
2536,3799,2400
2537,3802,2403
2538,3797,2402
2539,3805,2407
2540,3806,2413
2541,3807,2415
2542,3812,2418
2543,3812,2422
2544,3816,2422
2545,3823,2421
2546,3831,2426
2547,3832,2432
2548,3831,2427
2549,3834,2425
2550,3829,2426
2551,3833,2421
2552,3841,2425
2553,3838,2422
2554,3846,2426
2555,3851,2424
2556,3858,2426
2557,3866,2423
2558,3868,2425
2559,3872,2424
2560,3878,2422
2561,3881,2422
2562,3882,2423
2563,3883,2424
2564,3880,2426
2565,3881,2429
2566,3885,2434
2567,3888,2434
2568,3888,2430
2569,3884,2431
2570,3887,2426
2571,3884,2426
2572,3882,2430
2573,3886,2429
2574,3881,2424
2575,3875,2426
2576,3877,2429
2577,3872,2426
2578,3866,2424
2579,3861,2419
2580,3855,2420
2581,3857,2426
2582,3855,2432
2583,3853,2427
2584,3851,2430
2585,3858,2432
2586,3866,2438
2587,3867,2442
2588,3871,2446
2589,3865,2442
2590,3861,2437
2591,3868,2441
2592,3864,2445
2593,3862,2445
2594,3866,2450
2595,3873,2446
2596,3881,2441
2597,3885,2438
2598,3884,2444
2599,3885,2448
2600,3892,2443
2601,3896,2447
2602,3897,2447
2603,3902,2453
2604,3907,2453
2605,3903,2450
2606,3907,2455
2607,3903,2460
2608,3902,2464
2609,3908,2465
2610,3915,2469
2611,3912,2469
2612,3909,2472
2613,3907,2470
2614,3905,2474
2615,3913,2470
2616,3910,2473
2617,3917,2471
2618,3913,2475
2619,3918,2474
2620,3917,2479
2621,3922,2484
2622,3924,2484
2623,3927,2486
2624,3932,2486
2625,3932,2486
2626,3931,2483
2627,3927,2489
2628,3924,2485
2629,3927,2485
2630,3933,2481
2631,3931,2483
2632,3938,2483
2633,3939,2480
2634,3947,2475
2635,3955,2470
2636,3953,2476
2637,3951,2477
2638,3945,2483
2639,3951,2483
2640,3953,2487
2641,3961,2485
2642,3964,2486
2643,3962,2492
2644,3961,2494
2645,3965,2499
2646,3963,2496
2647,3971,2496
2648,3967,2501
2649,3973,2497
2650,3971,2500
2651,3969,2496
2652,3975,2493
2653,3983,2497
2654,3981,2501
2655,3986,2504
2656,3993,2503
2657,4000,2501
2658,4004,2500
2659,4000,2505
2660,4000,2509
2661,3999,2509
2662,4001,2512
2663,4005,2507
2664,4010,2508
2665,4018,2514
2666,4025,2512
2667,4019,2507
2668,4013,2508
2669,4012,2504
2670,4015,2510
2671,4022,2512
2672,4019,2517
2673,4021,2513
2674,4028,2511
2675,4033,2512
2676,4037,2517
2677,4042,2517
2678,4049,2520
2679,4047,2519
2680,4044,2517
2681,4052,2517
2682,4057,2522
2683,4054,2527
2684,4053,2528
2685,4059,2528
2686,4059,2524
2687,4063,2519
2688,4060,2517
2689,4063,2513
2690,4060,2512
2691,4063,2510
2692,4060,2505
2693,4065,2502
2694,4073,2508
2695,4078,2503
2696,4073,2503
2697,4072,2499
2698,4076,2499
2699,4082,2494
2700,4077,2494
2701,4076,2499
2702,4073,2498
2703,4068,2495
2704,4066,2494
2705,4068,2497
2706,4066,2499
2707,4060,2499
2708,4065,2497
2709,4064,2496
2710,4061,2502
2711,4058,2508
2712,4053,2507
2713,4058,2504
2714,4058,2510
2715,4056,2505
2716,4063,2505
2717,4061,2508
2718,4068,2506
2719,4062,2504
2720,4057,2507
2721,4065,2510
2722,4063,2514
2723,4068,2515
2724,4068,2519
2725,4066,2518
2726,4066,2520
2727,4066,2521
2728,4064,2524
2729,4061,2519
2730,4059,2520
2731,4056,2523
2732,4054,2523
2733,4059,2520
2734,4053,2515
2735,4052,2513
2736,4053,2508
2737,4056,2505
2738,4053,2510
2739,4059,2505
2740,4056,2510
2741,4062,2505
2742,4057,2506
2743,4062,2509
2744,4065,2506
2745,4065,2504
2746,4069,2510
2747,4075,2513
2748,4080,2509
2749,4076,2512
2750,4074,2512
2751,4071,2509
2752,4077,2505
2753,4079,2511
2754,4086,2510
2755,4083,2511
2756,4087,2513
2757,4086,2509
2758,4083,2504
2759,4082,2502
2760,4090,2507
2761,4089,2504
2762,4093,2502
2763,4096,2499
2764,4095,2498
2765,4099,2493
2766,4099,2497
2767,4100,2497
2768,4097,2499
2769,4096,2496
2770,4091,2499
2771,4097,2494
2772,4105,2491
2773,4104,2490
2774,4099,2487
2775,4098,2492
2776,4105,2493
2777,4112,2494
2778,4110,2495
2779,4116,2501
2780,4119,2507
2781,4114,2508
2782,4121,2508
2783,4121,2513
2784,4123,2516
2785,4121,2514
2786,4129,2516
2787,4127,2511
2788,4129,2514
2789,4134,2512
2790,4135,2514
2791,4141,2515
2792,4145,2518
2793,4148,2516
2794,4152,2520
2795,4146,2519
2796,4154,2517
2797,4148,2512
2798,4156,2509
2799,4162,2511
2800,4157,2513
2801,4164,2517
2802,4169,2513
2803,4170,2516
2804,4167,2511
2805,4171,2506
2806,4170,2511
2807,4178,2517
2808,4185,2518
2809,4192,2519
2810,4196,2518
2811,4190,2523
2812,4188,2524
2813,4183,2521
2814,4191,2522
2815,4199,2517
2816,4194,2519
2817,4198,2518
2818,4192,2513
2819,4191,2509
2820,4194,2509
2821,4197,2515
2822,4195,2518
2823,4190,2514
2824,4192,2510
2825,4190,2507
2826,4187,2511
2827,4185,2513
2828,4193,2509
2829,4198,2507
2830,4206,2510
2831,4206,2511
2832,4203,2514
2833,4198,2511
2834,4205,2512
2835,4212,2518
2836,4208,2521
2837,4214,2516
2838,4217,2513
2839,4213,2517
2840,4217,2518
2841,4224,2518
2842,4220,2519
2843,4224,2523
2844,4232,2525
2845,4237,2529
2846,4244,2529
2847,4251,2530
2848,4246,2529
2849,4246,2527
2850,4242,2530
2851,4248,2535
2852,4249,2531
2853,4254,2534
2854,4250,2537
2855,4255,2543
2856,4250,2549
2857,4249,2546
2858,4248,2552
2859,4242,2554
2860,4238,2551
2861,4233,2553
2862,4227,2559
2863,4234,2564
2864,4238,2566
2865,4244,2564
2866,4240,2569
2867,4238,2571
2868,4240,2566
2869,4248,2564
2870,4243,2560
2871,4248,2559
2872,4247,2561
2873,4248,2559
2874,4242,2556
2875,4238,2559
2876,4233,2554
2877,4233,2554
2878,4227,2551
2879,4230,2548
2880,4224,2544
2881,4220,2550
2882,4223,2545
2883,4221,2546
2884,4218,2546
2885,4212,2551
2886,4211,2546
2887,4212,2552
2888,4215,2556
2889,4217,2560
2890,4219,2555
2891,4214,2560
2892,4208,2560
2893,4211,2559
2894,4207,2563
2895,4213,2558
2896,4221,2563
2897,4218,2565
2898,4216,2564
2899,4212,2568
2900,4212,2570
2901,4211,2576
2902,4205,2572
2903,4199,2571
2904,4207,2566
2905,4207,2564
2906,4209,2561
2907,4214,2561
2908,4219,2564
2909,4227,2563
2910,4225,2559
2911,4229,2560
2912,4230,2559
2913,4234,2556
2914,4235,2559
2915,4234,2560
2916,4236,2560
2917,4242,2564
2918,4243,2563
2919,4250,2565
2920,4256,2566
2921,4263,2571
2922,4265,2574
2923,4264,2570
2924,4266,2575
2925,4263,2581
2926,4257,2587
2927,4254,2588
2928,4259,2585
2929,4267,2590
2930,4275,2594
2931,4277,2593
2932,4284,2599
2933,4283,2597
2934,4291,2597
2935,4288,2597
2936,4292,2595
2937,4295,2596
2938,4302,2597
2939,4302,2603
2940,4299,2602
2941,4305,2601
2942,4306,2600
2943,4301,2595
2944,4307,2596
2945,4307,2592
2946,4301,2593
2947,4295,2590
2948,4298,2591
2949,4295,2587
2950,4291,2590
2951,4291,2594
2952,4286,2592
2953,4280,2593
2954,4274,2590
2955,4278,2587
2956,4284,2586
2957,4278,2586
2958,4286,2592
2959,4289,2595
2960,4291,2593
2961,4288,2588
2962,4292,2583
2963,4291,2580
2964,4298,2575
2965,4302,2575
2966,4297,2579
2967,4296,2583
2968,4303,2580
2969,4297,2581
2970,4305,2580
2971,4301,2583
2972,4307,2584
2973,4314,2580
2974,4318,2575
2975,4318,2572
2976,4325,2575
2977,4332,2580
2978,4338,2581
2979,4339,2585
2980,4346,2584
2981,4349,2585
2982,4348,2591
2983,4350,2586
2984,4346,2587
2985,4344,2582
2986,4351,2580
2987,4354,2580
2988,4357,2576
2989,4363,2575
2990,4370,2573
2991,4372,2571
2992,4366,2576
2993,4367,2572
2994,4375,2569
2995,4383,2571
2996,4386,2574
2997,4389,2571
2998,4391,2575
2999,4391,2571
3000,4394,2574
3001,4391,2577
3002,4391,2578
3003,4390,2583
3004,4387,2588
3005,4388,2586
3006,4396,2584
3007,4402,2590
3008,4403,2589
3009,4405,2590
3010,4413,2585
3011,4411,2586
3012,4417,2585
3013,4417,2580
3014,4419,2583
3015,4422,2583
3016,4427,2586
3017,4428,2585
3018,4423,2586
3019,4429,2582
3020,4431,2586
3021,4435,2586
3022,4437,2586
3023,4439,2590
3024,4444,2585
3025,4442,2587
3026,4440,2587
3027,4434,2583
3028,4429,2582
3029,4430,2587
3030,4434,2591
3031,4437,2586
3032,4445,2592
3033,4449,2597
3034,4455,2597
3035,4451,2596
3036,4453,2596
3037,4457,2598
3038,4463,2604
3039,4465,2602
3040,4462,2605
3041,4469,2604
3042,4476,2610
3043,4481,2609
3044,4480,2610
3045,4483,2607
3046,4483,2602
3047,4491,2605
3048,4494,2601
3049,4489,2603
3050,4490,2599
3051,4498,2601
3052,4498,2605
3053,4493,2608
3054,4490,2612
3055,4485,2609
3056,4492,2607
3057,4488,2603
3058,4491,2602
3059,4495,2602
3060,4490,2604
3061,4493,2604
3062,4499,2610
3063,4499,2608
3064,4500,2605
3065,4503,2606
3066,4498,2602
3067,4506,2604
3068,4505,2604
3069,4505,2608
3070,4501,2613
3071,4507,2614
3072,4502,2611
3073,4503,2617
3074,4508,2616
3075,4510,2619
3076,4513,2624
3077,4508,2624
3078,4506,2628
3079,4511,2629
3080,4506,2634
3081,4510,2638
3082,4508,2635
3083,4508,2636
3084,4514,2640
3085,4518,2640
3086,4514,2643
3087,4510,2649
3088,4516,2654
3089,4514,2659
3090,4514,2657
3091,4508,2660
3092,4502,2662
3093,4502,2667
3094,4501,2670
3095,4503,2676
3096,4509,2678
3097,4504,2683
3098,4511,2688
3099,4513,2687
3100,4518,2688
3101,4514,2688
3102,4522,2691
3103,4518,2686
3104,4525,2686
3105,4522,2692
3106,4522,2692
3107,4525,2698
3108,4532,2703
3109,4526,2704
3110,4524,2709
3111,4525,2713
3112,4520,2718
3113,4514,2715
3114,4510,2718
3115,4517,2715
3116,4514,2712
3117,4512,2709
3118,4516,2712
3119,4513,2716
3120,4511,2721
3121,4507,2718
3122,4504,2724
3123,4506,2725
3124,4504,2728
3125,4500,2731
3126,4498,2726
3127,4497,2722
3128,4503,2728
3129,4497,2729
3130,4491,2734
3131,4487,2729
3132,4494,2731
3133,4488,2733
3134,4490,2733
3135,4484,2737
3136,4481,2743
3137,4488,2745
3138,4484,2741
3139,4478,2744
3140,4486,2748
3141,4485,2743
3142,4488,2745
3143,4491,2741
3144,4488,2742
3145,4495,2742
3146,4499,2737
3147,4506,2737
3148,4511,2738
3149,4506,2739
3150,4506,2738
3151,4508,2743
3152,4515,2745
3153,4512,2744
3154,4513,2739
3155,4514,2742
3156,4509,2740
3157,4505,2737
3158,4504,2737
3159,4504,2743
3160,4508,2746
3161,4508,2747
3162,4509,2753
3163,4508,2755
3164,4510,2753
3165,4517,2757
3166,4512,2758
3167,4509,2764
3168,4511,2770
3169,4505,2774
3170,4508,2773
3171,4502,2778
3172,4500,2773
3173,4496,2768
3174,4494,2773
3175,4499,2774
3176,4503,2775
3177,4499,2771
3178,4507,2771
3179,4513,2767
3180,4511,2771
3181,4519,2776
3182,4515,2774
3183,4517,2775
3184,4519,2774
3185,4522,2773
3186,4522,2779
3187,4524,2776
3188,4532,2771
3189,4527,2767
3190,4531,2767
3191,4538,2767
3192,4544,2771
3193,4539,2771
3194,4534,2767
3195,4541,2771
3196,4546,2767
3197,4550,2767
3198,4555,2765
3199,4555,2764
3200,4556,2768
3201,4553,2771
3202,4559,2771
3203,4564,2767
3204,4559,2763
3205,4553,2759
3206,4551,2755
3207,4557,2754
3208,4555,2753
3209,4555,2749
3210,4557,2746
3211,4561,2751
3212,4558,2747
3213,4559,2751
3214,4565,2755
3215,4573,2756
3216,4571,2758
3217,4572,2763
